,username,tweets_num,avg_tweet_len,avg_sentiment,avg_mentions,avg_replies,avg_retweets,avg_likes,avg_hashtags,community
130,klaudiasns,58,113.51724137931035,0.057471264367816084,0.9655172413793104,0.0,1592.2241379310344,0.05172413793103448,0.20689655172413793,0
131,zbyszkozb,30,95.66666666666667,0.17777777777777778,0.23333333333333334,0.13333333333333333,23.166666666666668,1.1333333333333333,0.1,0
132,mitomarcia,23,99.56521739130434,0.05797101449275362,0.7391304347826086,0.21739130434782608,6664.826086956522,0.2608695652173913,0.2608695652173913,0
133,paula_97_,27,110.07407407407408,0.1111111111111111,0.8888888888888888,0.0,900.074074074074,0.0,0.2222222222222222,0
134,roksana48140498,1,152.0,1.0,1.0,0.0,0.0,1.0,3.0,0
135,sterreteken,56,79.26785714285714,0.07142857142857142,0.3392857142857143,0.17857142857142858,2100.160714285714,0.3392857142857143,0.26785714285714285,0
136,eliza_l,1,152.0,1.0,1.0,0.0,0.0,3.0,3.0,0
137,ioupink,572,49.07167832167832,0.07424242424242425,0.03671328671328671,0.9335664335664335,120.72902097902097,5.8828671328671325,0.008741258741258742,0
138,perfekt__,1,113.0,0.0,1.0,0.0,0.0,0.0,3.0,0
139,lilla_weneda,136,144.58823529411765,0.0938375350140056,0.35294117647058826,0.19852941176470587,126.52941176470588,1.0514705882352942,0.07352941176470588,0
140,imsamegirl,802,84.9077306733167,0.07477140482128014,0.5935162094763092,0.1059850374064838,2976.7493765586037,0.16832917705735662,0.185785536159601,0
141,jmarkiewicz_,1,152.0,1.0,1.0,0.0,0.0,0.0,3.0,0
142,itsjustingrid_,771,96.71854734111544,0.1549935149156939,0.5849546044098574,0.29831387808041504,528.3501945525292,4.939040207522698,0.2931258106355383,0
143,futhsch,45,103.44444444444444,0.17777777777777778,0.26666666666666666,0.06666666666666667,1984.3555555555556,0.2,0.08888888888888889,0
144,acczkolwiek,227,114.33920704845815,0.11791483113069015,0.22466960352422907,0.7665198237885462,1443.5066079295154,57.48458149779736,0.06607929515418502,0
145,cynamon_girl,348,116.89942528735632,0.085727969348659,0.48563218390804597,0.15804597701149425,1834.0488505747126,0.7442528735632183,0.1925287356321839,0
146,introwertyyzm,41,112.39024390243902,0.26422764227642276,0.7317073170731707,0.04878048780487805,4354.487804878048,1.2682926829268293,0.12195121951219512,0
147,sugared___,726,107.15840220385675,0.09710743801652892,1.0055096418732783,0.02066115702479339,9059.76170798898,0.01790633608815427,0.2988980716253444,0
148,luvlwtx,84,52.916666666666664,0.03571428571428571,0.44047619047619047,0.20238095238095238,484.2142857142857,0.27380952380952384,0.07142857142857142,0
149,perfwitch,64,92.984375,0.046875,0.71875,0.078125,624.859375,0.078125,0.234375,0
150,gorajma,1,152.0,1.0,1.0,0.0,0.0,1.0,3.0,0
151,iheartharoldd,114,50.271929824561404,0.12280701754385964,0.30701754385964913,0.11403508771929824,23352.13157894737,0.5614035087719298,0.12280701754385964,0
152,iove4taegi,258,57.906976744186046,0.11295681063122924,0.5581395348837209,0.32945736434108525,12533.108527131782,1.872093023255814,0.12015503875968993,0
153,misscoolpics,40,142.025,0.19583333333333336,0.1,0.6,2.275,4.45,0.275,0
154,sassyhemhem,20,112.4,0.25,0.95,0.0,594.05,0.0,0.65,0
155,mrsevansx,62,104.87096774193549,0.06451612903225806,0.5645161290322581,0.1774193548387097,428.2741935483871,0.16129032258064516,0.0967741935483871,0
156,narvana27,2,141.5,0.0,0.5,0.0,0.0,0.5,2.5,0
157,lovlihails,102,92.04901960784314,0.07712418300653595,0.1568627450980392,0.2549019607843137,341.4901960784314,0.4803921568627451,0.13725490196078433,0
158,lirycznosc,51,74.98039215686275,0.0196078431372549,0.8823529411764706,0.0,2279.078431372549,0.1568627450980392,0.13725490196078433,0
159,jagoda29623120,655,155.4442748091603,0.08040712468193383,0.4351145038167939,0.3267175572519084,92.71908396946564,1.8992366412213741,0.059541984732824425,0
160,paulina30637056,510,81.17843137254901,0.15477124183006533,0.13137254901960785,2.1372549019607843,20.262745098039215,15.015686274509804,0.03725490196078431,0
161,skocerba,93,135.23655913978496,0.028673835125448032,0.03225806451612903,0.2903225806451613,0.043010752688172046,1.4623655913978495,0.03225806451612903,0
162,sleepy_koyaa,232,76.03017241379311,0.11637931034482758,0.603448275862069,0.1336206896551724,27717.793103448275,0.4827586206896552,1.1767241379310345,0
163,kiksiol,28,97.57142857142857,0.08333333333333334,0.8214285714285714,0.0,633.2857142857143,0.17857142857142858,0.14285714285714285,0
164,improbite,149,105.79865771812081,0.15436241610738255,0.3624161073825503,0.42953020134228187,57.79865771812081,1.919463087248322,0.2214765100671141,0
165,vampstrashxx,82,61.98780487804878,0.0975609756097561,0.4268292682926829,0.13414634146341464,6540.414634146341,0.7195121951219512,0.0975609756097561,0
166,noelle29x,1,152.0,1.0,1.0,0.0,0.0,0.0,3.0,0
167,kawaipickle,271,114.15129151291512,0.18610086100861006,0.8081180811808119,0.11070110701107011,2928.6826568265683,2.2583025830258303,1.003690036900369,0
168,iamfromstars,1528,83.28141361256544,0.05956588132635253,0.4024869109947644,0.18586387434554974,5797.623036649215,1.255890052356021,0.18520942408376964,0
169,tella_hasee,97,80.57731958762886,0.09106529209621994,0.3402061855670103,0.21649484536082475,206.69072164948454,6.907216494845361,0.422680412371134,0
170,luiza_rochelle,67,44.3134328358209,0.014925373134328358,0.029850746268656716,0.26865671641791045,0.014925373134328358,1.0746268656716418,0.11940298507462686,0
171,horanensy,2128,97.1062030075188,0.1105889724310777,0.9600563909774437,0.008458646616541353,4652.487781954887,0.03618421052631579,0.08317669172932331,0
172,lacrymaria_0l0r,712,69.91573033707866,0.06802434456928838,0.2303370786516854,0.42696629213483145,1577.693820224719,1.4410112359550562,0.016853932584269662,0
173,biebixe,42,97.28571428571429,0.023809523809523798,0.6428571428571429,0.09523809523809523,1768.2619047619048,0.40476190476190477,0.35714285714285715,0
174,maybesonja,1,152.0,1.0,1.0,0.0,0.0,0.0,3.0,0
175,whitereallly,161,112.98136645962732,0.052795031055900624,1.0434782608695652,0.0,2846.9068322981366,0.0,0.2795031055900621,0
176,joasadowska1,45,111.8,0.06666666666666667,1.0222222222222221,0.0,398.0888888888889,0.0,0.4,0
177,poselttrela,84,163.04761904761904,0.13214285714285715,2.4285714285714284,3.607142857142857,21.488095238095237,46.785714285714285,1.0476190476190477,2
178,__lewica,581,156.10843373493975,0.0064830751577739515,1.657487091222031,3.3442340791738383,78.16867469879519,26.817555938037867,0.621342512908778,2
179,wiosnabiedronia,7,150.14285714285714,-0.5714285714285714,1.0,2.5714285714285716,88.42857142857143,52.857142857142854,0.7142857142857143,2
180,fms_kraj,28,150.67857142857142,0.0,1.2857142857142858,0.17857142857142858,40.17857142857143,4.642857142857143,0.5357142857142857,2
181,mlodzi_razem,104,119.95192307692308,-0.06410256410256411,0.8846153846153846,0.8557692307692307,21.64423076923077,37.55769230769231,0.8653846153846154,2
182,i_ne_s5,3,126.33333333333333,0.4444444444444444,0.3333333333333333,0.0,0.0,0.3333333333333333,1.6666666666666667,0
183,magdatyrkiel,1,152.0,1.0,1.0,0.0,0.0,1.0,3.0,0
184,asstolarska,37,58.83783783783784,0.02702702702702703,0.40540540540540543,0.13513513513513514,56.78378378378378,0.4594594594594595,0.24324324324324326,0
185,rsitryszard,1,152.0,1.0,1.0,0.0,1.0,0.0,3.0,0
186,wika_0421,3,147.0,0.6666666666666666,1.0,0.0,291.0,0.0,2.0,0
187,brightnight512,63,92.19047619047619,0.1216931216931217,0.3968253968253968,0.20634920634920634,4056.6666666666665,0.3492063492063492,0.14285714285714285,0
188,babyvialol,161,72.80745341614907,0.15113871635610765,0.5714285714285714,0.031055900621118012,1191.6397515527951,0.09316770186335403,0.08695652173913043,0
189,94inseoul,35,49.714285714285715,0.08571428571428572,0.11428571428571428,0.2,34.65714285714286,0.5428571428571428,0.17142857142857143,0
190,jane29796748,1,152.0,1.0,1.0,0.0,0.0,1.0,3.0,0
191,poczekbezraczek,6,103.16666666666667,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,1.5,0
192,rushinmyhead,19,72.89473684210526,0.21052631578947367,0.42105263157894735,0.21052631578947367,2035.0526315789473,0.15789473684210525,0.15789473684210525,0
193,_rubycarter,148,104.52027027027027,0.12387387387387389,0.11486486486486487,0.3310810810810811,71.82432432432432,2.9054054054054053,0.06756756756756757,0
194,mgshaper,8,133.0,0.375,1.125,0.0,17.5,0.0,0.875,0
195,jessieheels,354,136.545197740113,0.12504708097928435,0.519774011299435,0.2288135593220339,1035.8954802259886,0.7853107344632768,0.13559322033898305,0
196,skskrunchies,19,107.47368421052632,0.21052631578947367,0.3157894736842105,0.3684210526315789,173.10526315789474,0.15789473684210525,0.47368421052631576,0
